,index,Workout,Day,Week,Exercise,Sets,Reps,obs,EXERCISE,number,image,Date
318,78,Workout A,1.0,Week 12,1A. Flat Barbell Bench Press,3.0,8,,1A. Flat Barbell Bench Press,50.0,<a href=https://doctorwho.com.br/projects/img/50.gif target='blank'><img src=https://doctorwho.com.br/projects/img/50.gif title='rent' width='150' height='150'/></a>,2022-09-08
319,78,Workout A,1.0,Week 12,2A. Incline Dummbell Chest Press,3.0,8,,2A. Incline Dummbell Chest Press,51.0,<a href=https://doctorwho.com.br/projects/img/51.gif target='blank'><img src=https://doctorwho.com.br/projects/img/51.gif title='rent' width='150' height='150'/></a>,2022-09-08
320,78,Workout A,1.0,Week 12,3A. High-to-Low Cable Chest Flye,3.0,15,,3A. High-to-Low Cable Chest Flye,52.0,<a href=https://doctorwho.com.br/projects/img/52.gif target='blank'><img src=https://doctorwho.com.br/projects/img/52.gif title='rent' width='150' height='150'/></a>,2022-09-08
321,78,Workout A,1.0,Week 12,1B. Chinup,4.0,8,,1B. Chinup,53.0,<a href=https://doctorwho.com.br/projects/img/53.gif target='blank'><img src=https://doctorwho.com.br/projects/img/53.gif title='rent' width='150' height='150'/></a>,2022-09-08
322,78,Workout A,1.0,Week 12,2B. Seated Cable Row,4.0,8,,2B. Seated Cable Row,54.0,<a href=https://doctorwho.com.br/projects/img/54.gif target='blank'><img src=https://doctorwho.com.br/projects/img/54.gif title='rent' width='150' height='150'/></a>,2022-09-08
323,78,Workout A,1.0,Week 12,3B. Straight Arm Pulldown,4.0,15,,3B. Straight Arm Pulldown,55.0,<a href=https://doctorwho.com.br/projects/img/55.gif target='blank'><img src=https://doctorwho.com.br/projects/img/55.gif title='rent' width='150' height='150'/></a>,2022-09-08
324,79,Workout B,2.0,Week 12,1A. Barbell Back Squat,3.0,8,,1A. Barbell Back Squat,34.0,<a href=https://doctorwho.com.br/projects/img/34.gif target='blank'><img src=https://doctorwho.com.br/projects/img/34.gif title='rent' width='150' height='150'/></a>,2022-09-09
325,79,Workout B,2.0,Week 12,2A. Cyclist Squat,3.0,8,,2A. Cyclist Squat,56.0,<a href=https://doctorwho.com.br/projects/img/56.gif target='blank'><img src=https://doctorwho.com.br/projects/img/56.gif title='rent' width='150' height='150'/></a>,2022-09-09
326,79,Workout B,2.0,Week 12,3A. Leg Extension,3.0,15,,3A. Leg Extension,57.0,<a href=https://doctorwho.com.br/projects/img/57.gif target='blank'><img src=https://doctorwho.com.br/projects/img/57.gif title='rent' width='150' height='150'/></a>,2022-09-09
327,79,Workout B,2.0,Week 12,1B. Lying Hamstring Curl,4.0,8,,1B. Lying Hamstring Curl,18.0,<a href=https://doctorwho.com.br/projects/img/18.gif target='blank'><img src=https://doctorwho.com.br/projects/img/18.gif title='rent' width='150' height='150'/></a>,2022-09-09
328,79,Workout B,2.0,Week 12,2B. Dumbbell Romanian Deadlift,4.0,8,,2B. Dumbbell Romanian Deadlift,58.0,<a href=https://doctorwho.com.br/projects/img/58.gif target='blank'><img src=https://doctorwho.com.br/projects/img/58.gif title='rent' width='150' height='150'/></a>,2022-09-09
329,79,Workout B,2.0,Week 12,3B. Leg Press,4.0,15,,3B. Leg Press,59.0,<a href=https://doctorwho.com.br/projects/img/59.gif target='blank'><img src=https://doctorwho.com.br/projects/img/59.gif title='rent' width='150' height='150'/></a>,2022-09-09
330,80,Rest Day,3.0,Week 12,Rest Day,,,,,,,2022-09-10
331,81,Workout C,4.0,Week 12,1A. Military Press,3.0,8,,1A. Military Press,60.0,<a href=https://doctorwho.com.br/projects/img/60.gif target='blank'><img src=https://doctorwho.com.br/projects/img/60.gif title='rent' width='150' height='150'/></a>,2022-09-11
332,81,Workout C,4.0,Week 12,2A. Seated Dumbbell Overhead Press,3.0,8,,2A. Seated Dumbbell Overhead Press,61.0,<a href=https://doctorwho.com.br/projects/img/61.gif target='blank'><img src=https://doctorwho.com.br/projects/img/61.gif title='rent' width='150' height='150'/></a>,2022-09-11
333,81,Workout C,4.0,Week 12,3A. Dumbbell Lateral Raise,3.0,15,,3A. Dumbbell Lateral Raise,62.0,<a href=https://doctorwho.com.br/projects/img/62.gif target='blank'><img src=https://doctorwho.com.br/projects/img/62.gif title='rent' width='150' height='150'/></a>,2022-09-11
334,81,Workout C,4.0,Week 12,1B. Preacher Curl,4.0,8,,1B. Preacher Curl,63.0,<a href=https://doctorwho.com.br/projects/img/63.gif target='blank'><img src=https://doctorwho.com.br/projects/img/63.gif title='rent' width='150' height='150'/></a>,2022-09-11
335,81,Workout C,4.0,Week 12,2B. Incline Dumbbell Curl,4.0,8,,2B. Incline Dumbbell Curl,64.0,<a href=https://doctorwho.com.br/projects/img/64.gif target='blank'><img src=https://doctorwho.com.br/projects/img/64.gif title='rent' width='150' height='150'/></a>,2022-09-11
336,81,Workout C,4.0,Week 12,3B. Reverse Cable Curl,4.0,15,,3B. Reverse Cable Curl,65.0,<a href=https://doctorwho.com.br/projects/img/65.gif target='blank'><img src=https://doctorwho.com.br/projects/img/65.gif title='rent' width='150' height='150'/></a>,2022-09-11
337,82,Rest Day,5.0,Week 12,Rest Day,,,,,,,2022-09-12
338,83,Workout A,6.0,Week 12,1A. Flat Barbell Bench Press,3.0,8,,1A. Flat Barbell Bench Press,50.0,<a href=https://doctorwho.com.br/projects/img/50.gif target='blank'><img src=https://doctorwho.com.br/projects/img/50.gif title='rent' width='150' height='150'/></a>,2022-09-13
339,83,Workout A,6.0,Week 12,2A. Incline Dummbell Chest Press,3.0,8,,2A. Incline Dummbell Chest Press,51.0,<a href=https://doctorwho.com.br/projects/img/51.gif target='blank'><img src=https://doctorwho.com.br/projects/img/51.gif title='rent' width='150' height='150'/></a>,2022-09-13
340,83,Workout A,6.0,Week 12,3A. High-to-Low Cable Chest Flye,3.0,15,,3A. High-to-Low Cable Chest Flye,52.0,<a href=https://doctorwho.com.br/projects/img/52.gif target='blank'><img src=https://doctorwho.com.br/projects/img/52.gif title='rent' width='150' height='150'/></a>,2022-09-13
341,83,Workout A,6.0,Week 12,1B. Chinup,4.0,8,,1B. Chinup,53.0,<a href=https://doctorwho.com.br/projects/img/53.gif target='blank'><img src=https://doctorwho.com.br/projects/img/53.gif title='rent' width='150' height='150'/></a>,2022-09-13
342,83,Workout A,6.0,Week 12,2B. Seated Cable Row,4.0,8,,2B. Seated Cable Row,54.0,<a href=https://doctorwho.com.br/projects/img/54.gif target='blank'><img src=https://doctorwho.com.br/projects/img/54.gif title='rent' width='150' height='150'/></a>,2022-09-13
343,83,Workout A,6.0,Week 12,3B. Straight Arm Pulldown,4.0,15,,3B. Straight Arm Pulldown,55.0,<a href=https://doctorwho.com.br/projects/img/55.gif target='blank'><img src=https://doctorwho.com.br/projects/img/55.gif title='rent' width='150' height='150'/></a>,2022-09-13
344,84,Rest Day,7.0,Week 12,Rest Day,,,,,,,2022-09-14
