,day,title,type_meal,Portion,Calories,Carbs,Fat,Protein,Fiber,Meal,validador
422,71,Heirloom Tomato Basil Mozzarella Salad,Lunch,1.0,262,50,106,43,11,"<a href=https://www.eatthismuch.com/recipe/nutrition/heirloom-tomato-basil-mozzarella-salad,57047/>Heirloom Tomato Basil Mozzarella Salad</a>",252.0
423,71,Garlic Angel Hair Pasta with Roasted Asparagus and Onions,Dinner,1.0,513,357,77,110,22,"<a href=https://www.eatthismuch.com/recipe/nutrition/garlic-angel-hair-pasta-with-roasted-asparagus-and,905503/>Garlic Angel Hair Pasta with Roasted Asparagus and Onions</a>",494.0
424,71,Crispy Cheese Quesadilla,Dinner,1.0,763,253,229,178,12,"<a href=https://www.eatthismuch.com/recipe/nutrition/crispy-cheese-quesadilla,905822/>Crispy Cheese Quesadilla</a>",734.0
425,71,Tropical protein smoothie,Snack,1.0,441,799,22,295,59,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",425.0
426,72,Breakfast fruit smoothie,Breakfast,1.2,158,388,7,23,39,"<a href=https://www.eatthismuch.com/recipe/nutrition/breakfast-fruit-smoothie,34670/>Breakfast fruit smoothie</a>",135.0
427,72,Cheese On Toast,Breakfast,1.2,302,215,177,144,36,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheese-on-toast,906474/>Cheese On Toast</a>",257.0
428,72,Tahini on Rye,Lunch,1.2,719,437,165,116,62,"<a href=https://www.eatthismuch.com/recipe/nutrition/tahini-on-rye,1466977/>Tahini on Rye</a>",612.0
429,72,Salt & Vinegar Popcorn,Lunch,1.2,291,292,16,49,54,"<a href=https://www.eatthismuch.com/recipe/nutrition/salt-vinegar-popcorn,334896/>Salt & Vinegar Popcorn</a>",248.0
430,72,Easy Grilled Chicken Teriyaki,Dinner,1.2,877,149,99,677,1,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-grilled-chicken-teriyaki,36663/>Easy Grilled Chicken Teriyaki</a>",746.0
431,72,Grilled Zucchini Spears,Dinner,1.2,277,125,92,48,42,"<a href=https://www.eatthismuch.com/recipe/nutrition/grilled-zucchini-spears,907053/>Grilled Zucchini Spears</a>",236.0
432,72,Ham & Cheese Sandwich,Snack,1.2,352,298,162,215,43,"<a href=https://www.eatthismuch.com/recipe/nutrition/ham-cheese-sandwich,412953/>Ham and cheese sandwich</a>",300.0
433,73,Sausage and Egg Breakfast Sandwich,Breakfast,1.2,539,295,320,315,40,"<a href=https://www.eatthismuch.com/recipe/nutrition/sausage-and-egg-breakfast-sandwich,906627/>Sausage and Egg Breakfast Sandwich</a>",457.0
434,73,Tropical protein smoothie,Lunch,1.2,1004,908,25,335,67,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",850.0
435,73,Almonds,Lunch,1.2,387,72,167,70,41,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>",328.0
436,73,Tuna Macaroni Goulash,Dinner,1.2,786,635,41,294,56,"<a href=https://www.eatthismuch.com/recipe/nutrition/tuna-macaroni-goulash,34719/>Tuna Macaroni Goulash</a>",666.0
437,73,Granola,Snack,1.2,164,178,80,49,30,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>",139.0
438,73,Grapes,Snack,1.2,122,322,2,12,16,"<a href=https://www.eatthismuch.com/recipe/nutrition/grapes,474464/>Grapes</a>",104.0
439,74,Sausage and Egg Breakfast Sandwich,Breakfast,1.2,539,295,320,315,40,"<a href=https://www.eatthismuch.com/recipe/nutrition/sausage-and-egg-breakfast-sandwich,906627/>Sausage and Egg Breakfast Sandwich</a>",457.0
440,74,Spinach and Turkey Wrap,Lunch,1.2,685,322,157,181,22,"<a href=https://www.eatthismuch.com/recipe/nutrition/spinach-and-turkey-wrap,906881/>Spinach and Turkey Wrap</a>",580.0
441,74,Banana,Lunch,1.2,248,318,4,15,36,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana,474253/>Banana</a>",210.0
442,74,Easy Cheesy Mixed Vegetables,Dinner,1.2,1103,308,170,654,98,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-cheesy-mixed-vegetables,1011236/>Easy Cheesy Mixed Vegetables</a>",934.0
443,74,Basic protein shake,Snack,1.2,285,173,68,377,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/>Basic protein shake</a>",242.0
444,74,Grapes,Snack,1.2,122,322,2,12,16,"<a href=https://www.eatthismuch.com/recipe/nutrition/grapes,474464/>Grapes</a>",104.0
445,75,"Ham, Pepper, and Tomato Scramble",Breakfast,1.0,430,144,323,209,45,"<a href=https://www.eatthismuch.com/recipe/nutrition/ham-pepper-and-tomato-scramble,907206/>Ham, Pepper, and Tomato Scramble</a>",411.0
446,75,Nonfat greek yogurt,Breakfast,1.0,148,90,9,256,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/nonfat-greek-yogurt,532933/>Nonfat greek yogurt</a>",142.0
447,75,Cinnamon-Raisin Peanut Butter Sandwich,Lunch,1.0,826,504,189,157,73,"<a href=https://www.eatthismuch.com/recipe/nutrition/cinnamon-raisin-peanut-butter-sandwich,36560/>Cinnamon-Raisin Peanut Butter Sandwich</a>",790.0
448,75,Cheese slices,Lunch,1.0,240,4,100,71,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheese-slices,472320/>Cheese slices</a>",230.0
449,75,Beef Stir Fry,Dinner,1.0,613,304,91,247,90,"<a href=https://www.eatthismuch.com/recipe/nutrition/beef-stir-fry,33767/>Beef Stir Fry</a>",586.0
450,75,Toast with Tomato and Hummus,Dinner,1.0,385,241,73,93,63,"<a href=https://www.eatthismuch.com/recipe/nutrition/toast-with-tomato-and-hummus,906348/>Toast with Tomato and Hummus</a>",368.0
451,75,Peach Mango Orange Smoothie,Snack,1.0,206,494,9,31,33,"<a href=https://www.eatthismuch.com/recipe/nutrition/peach-mango-orange-smoothie,907083/>Peach Mango Orange Smoothie</a>",197.0
452,75,Almonds,Snack,1.0,171,63,148,62,36,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>",164.0
453,76,Ham and Egg Scramble,Breakfast,1.0,295,55,164,294,6,"<a href=https://www.eatthismuch.com/recipe/nutrition/ham-and-egg-scramble,928005/>Ham and Egg Scramble</a>",291.0
454,76,Nonfat yogurt,Breakfast,1.0,139,191,4,142,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/nonfat-yogurt,473055/>Nonfat yogurt</a>",137.0
455,76,Ham and Cheese Sandwich with Spinach and Hummus,Lunch,1.0,782,326,179,249,56,"<a href=https://www.eatthismuch.com/recipe/nutrition/ham-and-cheese-sandwich-with-spinach-and-hummus,906051/>Ham and Cheese Sandwich with Spinach and Hummus</a>",770.0
456,76,Honey-Mustard Sausage Kebabs,Dinner,1.0,587,258,151,143,33,"<a href=https://www.eatthismuch.com/recipe/nutrition/honey-mustard-sausage-kebabs,45077/>Honey-Mustard Sausage Kebabs</a>",578.0
457,76,Onigiri Balls,Dinner,1.0,776,828,5,90,52,"<a href=https://www.eatthismuch.com/recipe/nutrition/onigiri-balls,954015/>Onigiri Balls</a>",764.0
458,76,Corn Flakes,Snack,1.0,225,358,50,102,9,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>",222.0
459,76,Simple Spinach Salad,Snack,1.0,163,87,142,36,34,"<a href=https://www.eatthismuch.com/recipe/nutrition/simple-spinach-salad,3087507/>Simple Spinach Salad</a>",161.0
460,77,Ham and Cottage Cheese Sandwich,Breakfast,1.1,328,350,83,277,67,"<a href=https://www.eatthismuch.com/recipe/nutrition/ham-and-cottage-cheese-sandwich,905920/>Ham and Cottage Cheese Sandwich</a>",296.0
461,77,Baked Cinnamon Bananas,Breakfast,1.1,170,451,4,15,49,"<a href=https://www.eatthismuch.com/recipe/nutrition/baked-cinnamon-bananas,906529/>Baked Cinnamon Bananas</a>",154.0
462,77,Quick Buffalo Chicken Salad,Lunch,1.1,505,97,97,314,23,"<a href=https://www.eatthismuch.com/recipe/nutrition/quick-buffalo-chicken-salad,907110/>Quick Buffalo Chicken Salad</a>",456.0
463,77,Peanut Butter & Carrots,Lunch,1.1,534,212,180,98,67,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-carrots,386810/>Peanut Butter & Carrots</a>",482.0
464,77,BBQ Chicken Sandwich,Dinner,1.1,1042,445,165,463,54,"<a href=https://www.eatthismuch.com/recipe/nutrition/bbq-chicken-sandwich,50746/>BBQ Chicken Sandwich</a>",940.0
465,77,Vanilla protein milkshake,Snack,1.1,420,411,105,395,2,"<a href=https://www.eatthismuch.com/recipe/nutrition/vanilla-protein-milkshake,34675/>Vanilla protein milkshake</a>",379.0
466,78,Orange-Vanilla Protein Smoothie,Breakfast,1.3,499,760,23,350,19,"<a href=https://www.eatthismuch.com/recipe/nutrition/orange-vanilla-protein-smoothie,717903/>Orange-Vanilla Protein Smoothie</a>",390.0
467,78,Big Bad Bean Burrito,Lunch,1.3,624,395,152,97,144,"<a href=https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/>Big PB&J Sandwich</a>",488.0
468,78,Banana,Lunch,1.3,268,345,5,16,39,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana,474253/>Banana</a>",210.0
469,78,Cheesy Chicken and Spinach,Dinner,1.3,1300,98,316,796,30,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheesy-chicken-and-spinach,33936/>Cheesy Chicken and Spinach</a>",1016.0
470,78,Granola,Snack,1.3,177,193,87,53,33,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>",139.0
471,78,Grapes,Snack,1.3,133,349,2,14,17,"<a href=https://www.eatthismuch.com/recipe/nutrition/grapes,474464/>Grapes</a>",104.0
472,79,Tasty Turkey & Spinach Omelet,Breakfast,1.0,445,197,183,493,30,"<a href=https://www.eatthismuch.com/recipe/nutrition/tasty-turkey-spinach-omelet,56672/>Tasty Turkey & Spinach Omelet</a>",425.0
473,79,Whole Wheat Toast,Breakfast,1.0,74,125,10,36,17,"<a href=https://www.eatthismuch.com/recipe/nutrition/whole-wheat-toast,814308/>Whole Wheat Toast</a>",71.0
474,79,Cucumber Sandwich,Lunch,1.0,262,169,59,29,12,"<a href=https://www.eatthismuch.com/recipe/nutrition/cucumber-sandwich,210420/>Cucumber Sandwich</a>",250.0
475,79,Apples and Almond Butter,Lunch,1.0,609,325,189,75,80,"<a href=https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/>Apples and Almond Butter</a>",582.0
476,79,Chicken Kabobs,Dinner,1.0,597,349,38,296,29,"<a href=https://www.eatthismuch.com/recipe/nutrition/chicken-kabobs,33494/>Chicken Kabobs</a>",570.0
477,79,Cheesy Salsa Rice,Dinner,1.0,639,424,115,120,29,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheesy-salsa-rice,39424/>Cheesy Salsa Rice</a>",610.0
478,79,Vanilla Banana Milkshake,Snack,1.0,381,639,93,136,34,"<a href=https://www.eatthismuch.com/recipe/nutrition/vanilla-banana-milkshake,906702/>Vanilla Banana Milkshake</a>",364.0
479,80,Strawberry Banana Protein Shake,Breakfast,1.4,365,423,63,360,52,"<a href=https://www.eatthismuch.com/recipe/nutrition/strawberry-banana-protein-shake,949310/>Strawberry Protein Shake</a>",257.0
480,80,Big Bad Bean Burrito,Lunch,1.4,693,439,169,107,160,"<a href=https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/>Big PB&J Sandwich</a>",488.0
481,80,Banana,Lunch,1.4,298,383,5,18,44,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana,474253/>Banana</a>",210.0
482,80,Gourmet Grilled Cheese,Dinner,1.4,1301,379,349,458,53,"<a href=https://www.eatthismuch.com/recipe/nutrition/gourmet-grilled-cheese,36733/>Gourmet Grilled Cheese</a>",916.0
483,80,Peanut Butter & Carrots,Snack,1.4,342,272,231,126,86,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-carrots,386810/>Peanut Butter & Carrots</a>",241.0
484,81,Peanut Butter Protein Oats,Breakfast,1.4,530,443,188,485,70,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-protein-oats,905819/>Peanut Butter Protein Oats</a>",390.0
485,81,Tropical protein smoothie,Lunch,1.4,1155,1045,29,386,77,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",850.0
486,81,Cucumber Slices,Lunch,1.4,43,51,1,9,6,"<a href=https://www.eatthismuch.com/recipe/nutrition/cucumber-slices,1462006/>Cucumber Slices</a>",32.0
487,81,BLT sandwich,Dinner,1.4,932,398,227,256,67,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-bacon-blt-sandwich,905840/>BLT sandwich</a>",686.0
488,81,Grapes,Snack,1.4,141,371,2,14,19,"<a href=https://www.eatthismuch.com/recipe/nutrition/grapes,474464/>Grapes</a>",104.0
489,81,Almonds,Snack,1.4,222,82,193,81,47,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>",164.0
490,82,Honey Strawberry Smoothie,Breakfast,0.9,261,307,115,101,28,"<a href=https://www.eatthismuch.com/recipe/nutrition/honey-strawberry-smoothie,939666/>Honey Strawberry Smoothie</a>",282.0
491,82,Morning Roasted Potatoes,Breakfast,0.9,216,276,108,33,35,"<a href=https://www.eatthismuch.com/recipe/nutrition/morning-roasted-potatoes,36642/>Morning Roasted Potatoes</a>",233.0
492,82,"Turkey, Provolone, and Sprout Sandwich",Lunch,0.9,1033,438,243,320,105,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-provolone-and-sprout-sandwich,1028373/>Turkey and Provolone Sandwich</a>",1114.0
493,82,Easy Grilled Chicken Teriyaki,Dinner,0.9,691,117,78,534,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-grilled-chicken-teriyaki,36663/>Easy Grilled Chicken Teriyaki</a>",746.0
494,82,"Zucchini ""Pasta""",Dinner,0.9,383,154,90,132,39,"<a href=https://www.eatthismuch.com/recipe/nutrition/zucchini-pasta,55094/>Zucchini ""Pasta""</a>",414.0
495,82,Corn Flakes,Snack,0.9,205,327,46,93,8,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>",222.0
496,82,Banana Almond Butter,Snack,0.9,188,278,86,42,43,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana-almond-butter,717739/>Banana Almond Butter</a>",203.0
497,83,Gluten Free Chocolate Protein Muffins,Breakfast,1.3,233,255,41,259,27,"<a href=https://www.eatthismuch.com/recipe/nutrition/gluten-free-chocolate-protein-muffins,906330/>Protein Breakfast Muffin</a>",180.0
498,83,Quick Avocado Tuna Sandwich,Lunch,1.3,1104,474,189,508,79,"<a href=https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/>Quick Avocado Tuna Sandwich</a>",852.0
499,83,Easy Chili,Dinner,1.3,1093,475,167,536,128,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-chili,1022433/>Easy Chili</a>",844.0
500,83,Peanut Butter and Honey Toast,Snack,1.3,357,439,173,115,41,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-honey-toast,905650/>Peanut Butter and Honey Toast</a>",276.0
501,83,Nonfat greek yogurt,Snack,1.3,184,111,11,317,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/nonfat-greek-yogurt,532933/>Nonfat greek yogurt</a>",142.0
502,84,Fried Egg and Ham Sandwich,Breakfast,1.2,478,327,214,364,39,"<a href=https://www.eatthismuch.com/recipe/nutrition/fried-egg-and-ham-sandwich,906087/>Fried Egg and Ham Sandwich</a>",408.0
503,84,Banana Almond Butter,Breakfast,1.2,238,351,109,53,55,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana-almond-butter,717739/>Banana Almond Butter</a>",203.0
504,84,Quick Avocado Tuna Sandwich,Lunch,1.2,999,429,171,459,71,"<a href=https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/>Quick Avocado Tuna Sandwich</a>",852.0
505,84,Lavash Chicken Wrap,Dinner,1.2,684,181,140,435,78,"<a href=https://www.eatthismuch.com/recipe/nutrition/lavash-chicken-wrap,3181012/>Lavash Chicken Wrap</a>",584.0
506,84,Fast and Easy Spinach with Shallots,Dinner,1.2,126,51,43,26,22,"<a href=https://www.eatthismuch.com/recipe/nutrition/fast-and-easy-spinach-with-shallots,1472295/>Fast and Easy Spinach with Shallots</a>",108.0
507,84,Strawberry Banana Greek Yogurt with Honey,Snack,1.2,333,703,15,163,71,"<a href=https://www.eatthismuch.com/recipe/nutrition/strawberry-banana-greek-yogurt-with-honey,905715/>Strawberry Banana Greek Yogurt with Honey</a>",284.0
508,84,Cheese slices,Snack,1.2,134,4,112,79,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheese-slices,472320/>Cheese slices</a>",115.0
509,85,"Turkey, Goat Cheese, and Spinach Egg White Omelet",Breakfast,1.2,445,232,168,501,36,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-goat-cheese-and-spinach-egg-white-omelet,3088080/>Turkey, Goat Cheese, and Spinach Egg White Omelet</a>",357.0
510,85,Oranges,Breakfast,1.2,77,192,2,14,38,"<a href=https://www.eatthismuch.com/recipe/nutrition/oranges,477502/>Oranges</a>",62.0
511,85,Peanut butter and jelly,Lunch,1.2,925,520,229,154,66,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-jelly,33486/>Peanut butter and jelly</a>",742.0
512,85,"Toast with Tomato, Onion, & Hummus",Lunch,1.2,469,301,87,112,78,"<a href=https://www.eatthismuch.com/recipe/nutrition/toast-with-tomato-onion-hummus,332002/>Toast with Tomato, Onion, & Hummus</a>",376.0
513,85,Bacon Wrapped Chicken,Dinner,1.2,843,21,283,378,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/bacon-wrapped-chicken,39209/>Chicken Wraps</a>",676.0
514,85,"Banana, Peanut Butter and Raisins",Snack,1.2,220,391,73,47,46,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana-peanut-butter-and-raisins,55353/>Banana, Peanut Butter and Raisins</a>",177.0
515,86,"Bacon, Egg, and Cheese Breakfast Bagel",Breakfast,1.0,877,598,448,562,24,"<a href=https://www.eatthismuch.com/recipe/nutrition/bacon-egg-and-cheese-breakfast-bagel,1015949/>Bacon, Egg, and Cheese Breakfast Bagel</a>",877.0
516,86,White Bean & Veggie Salad,Lunch,1.0,750,343,243,104,124,"<a href=https://www.eatthismuch.com/recipe/nutrition/white-bean-veggie-salad,1478426/>White Bean & Veggie Salad</a>",750.0
517,86,Dark Chocolate Banana Smoothie,Dinner,1.0,1020,497,92,594,58,"<a href=https://www.eatthismuch.com/recipe/nutrition/dark-chocolate-banana-smoothie,906209/>Dark Chocolate Banana Smoothie</a>",1020.0
518,86,Simple Ham Sandwich,Snack,1.0,355,312,147,234,33,"<a href=https://www.eatthismuch.com/recipe/nutrition/simple-ham-and-lettuce-sandwich,907009/>Simple Ham Sandwich</a>",355.0
519,87,Sweet Chocolate Oatmeal,Breakfast,1.1,122,288,11,33,41,"<a href=https://www.eatthismuch.com/recipe/nutrition/sweet-chocolate-oatmeal,906682/>Chocolate Oats</a>",109.0
520,87,Tropical protein smoothie,Lunch,1.1,956,865,24,319,64,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>",850.0
521,87,Peanut Butter & Celery,Lunch,1.1,470,120,182,96,51,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-celery,34219/>Peanut Butter & Celery</a>",418.0
522,87,BBQ Chicken Sandwich,Dinner,1.1,1057,452,167,470,55,"<a href=https://www.eatthismuch.com/recipe/nutrition/bbq-chicken-sandwich,50746/>BBQ Chicken Sandwich</a>",940.0
523,87,Pear Banana Smoothie,Snack,1.1,259,653,12,46,123,"<a href=https://www.eatthismuch.com/recipe/nutrition/pear-banana-smoothie,1012944/>Pear Banana Smoothie</a>",231.0
524,87,Cheese slices,Snack,1.1,129,4,108,76,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheese-slices,472320/>Cheese slices</a>",115.0
525,88,Strawberry Banana Protein Shake,Breakfast,1.2,317,368,55,314,45,"<a href=https://www.eatthismuch.com/recipe/nutrition/strawberry-banana-protein-shake,949310/>Strawberry Protein Shake</a>",257.0
526,88,Big Bad Bean Burrito,Lunch,1.2,603,382,147,93,139,"<a href=https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/>Big PB&J Sandwich</a>",488.0
527,88,Carrots with Hummus,Lunch,1.2,432,277,92,87,97,"<a href=https://www.eatthismuch.com/recipe/nutrition/carrots-with-hummus,34111/>Carrots with Hummus</a>",350.0
528,88,Gourmet Grilled Cheese,Dinner,1.2,1132,330,304,399,46,"<a href=https://www.eatthismuch.com/recipe/nutrition/gourmet-grilled-cheese,36733/>Gourmet Grilled Cheese</a>",916.0
529,88,Apples and Almond Butter,Snack,1.2,359,384,223,89,95,"<a href=https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/>Apples and Almond Butter</a>",291.0
530,88,Granola,Snack,1.2,171,186,84,51,32,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>",139.0
531,89,Ham and Egg Scramble,Breakfast,1.2,349,66,194,348,7,"<a href=https://www.eatthismuch.com/recipe/nutrition/ham-and-egg-scramble,928005/>Ham and Egg Scramble</a>",291.0
532,89,Granola,Breakfast,1.2,167,181,81,50,31,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>",139.0
533,89,Carrot and Raisin Sandwiches,Lunch,1.2,1122,842,205,122,66,"<a href=https://www.eatthismuch.com/recipe/nutrition/carrot-and-raisin-sandwiches,1012911/>Carrot and Raisin Sandwiches</a>",934.0
534,89,Beef Tacos,Dinner,1.2,526,112,158,181,15,"<a href=https://www.eatthismuch.com/recipe/nutrition/beef-tacos,211394/>Beef Tacos</a>",438.0
535,89,Yam Fries,Dinner,1.2,574,510,84,28,76,"<a href=https://www.eatthismuch.com/recipe/nutrition/yam-fries,34973/>Yam Fries</a>",478.0
536,89,Tuna Stuffed Pepper,Snack,1.2,254,149,33,421,54,"<a href=https://www.eatthismuch.com/recipe/nutrition/tuna-stuffed-pepper,1467007/>Tuna Stuffed Pepper</a>",212.0
537,90,Sausage and Egg Breakfast Sandwich,Breakfast,1.2,540,295,320,315,40,"<a href=https://www.eatthismuch.com/recipe/nutrition/sausage-and-egg-breakfast-sandwich,906627/>Sausage and Egg Breakfast Sandwich</a>",457.0
538,90,Turkey Sausage and Pesto Breakfast Sandwich,Lunch,1.2,612,314,147,121,28,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-sausage-and-pesto-breakfast-sandwich,906514/>Turkey Sandwich</a>",518.0
539,90,Basic protein shake,Lunch,1.2,572,173,68,378,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/>Basic protein shake</a>",484.0
540,90,Gourmet Grilled Cheese,Dinner,1.2,1083,315,291,382,44,"<a href=https://www.eatthismuch.com/recipe/nutrition/gourmet-grilled-cheese,36733/>Gourmet Grilled Cheese</a>",916.0
541,90,Carrots with Hummus,Snack,1.2,207,265,88,84,93,"<a href=https://www.eatthismuch.com/recipe/nutrition/carrots-with-hummus,34111/>Carrots with Hummus</a>",175.0
542,91,Raspberry Mango Sunrise Smoothie,Breakfast,1.4,272,597,26,75,114,"<a href=https://www.eatthismuch.com/recipe/nutrition/raspberry-mango-sunrise-smoothie,936059/>Sunrise Smoothie</a>",195.0
543,91,Basic protein shake,Lunch,1.4,675,205,80,446,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/>Basic protein shake</a>",484.0
544,91,Grapes,Lunch,1.4,290,381,2,15,19,"<a href=https://www.eatthismuch.com/recipe/nutrition/grapes,474464/>Grapes</a>",208.0
545,91,Turkey Bacon BLT Sandwich,Dinner,1.4,1435,436,404,459,69,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-bacon-blt-sandwich,905840/>Turkey Bacon BLT Sandwich</a>",1028.0
546,91,Peanut Butter & Carrots,Snack,1.4,336,268,227,124,85,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-carrots,386810/>Peanut Butter & Carrots</a>",241.0
547,92,Peanut Butter Protein Oats,Breakfast,1.2,457,382,163,419,61,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-protein-oats,905819/>Peanut Butter Protein Oats</a>",390.0
548,92,Ham & Cheese Sandwich,Lunch,1.2,704,298,162,214,43,"<a href=https://www.eatthismuch.com/recipe/nutrition/ham-cheese-sandwich,412953/>Ham and cheese sandwich</a>",600.0
549,92,Basic protein shake,Lunch,1.2,568,172,68,375,0,"<a href=https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/>Basic protein shake</a>",484.0
550,92,Beef Burritos,Dinner,1.2,1047,405,284,258,62,"<a href=https://www.eatthismuch.com/recipe/nutrition/beef-burritos,906228/>Beef Burritos</a>",892.0
551,92,Carrots with Hummus,Snack,1.2,205,262,88,83,92,"<a href=https://www.eatthismuch.com/recipe/nutrition/carrots-with-hummus,34111/>Carrots with Hummus</a>",175.0
552,93,Chocolate Peanut Butter Protein Shake,Breakfast,0.9,806,752,268,663,76,"<a href=https://www.eatthismuch.com/recipe/nutrition/chocolate-peanut-butter-protein-shake,906479/>Chocolate Peanut Butter Protein Shake</a>",933.0
553,93,Barbecue tuna sandwich,Lunch,0.9,622,385,38,312,18,"<a href=https://www.eatthismuch.com/recipe/nutrition/barbecue-tuna-sandwich,37612/>Barbecue tuna sandwich</a>",720.0
554,93,BBQ Chicken Sandwich,Dinner,0.9,812,347,128,361,42,"<a href=https://www.eatthismuch.com/recipe/nutrition/bbq-chicken-sandwich,50746/>BBQ Chicken Sandwich</a>",940.0
555,93,Sautéed Spinach with Onions,Dinner,0.9,399,82,184,17,18,"<a href=https://www.eatthismuch.com/recipe/nutrition/sauteed-spinach-with-onions,906139/>Sautéed Spinach with Onions</a>",462.0
556,93,Honey Almond Energy Bites,Snack,0.9,266,309,143,85,48,"<a href=https://www.eatthismuch.com/recipe/nutrition/honey-almond-energy-bites,1465602/>Honey Almond Energy Bites</a>",308.0
557,93,Banana,Snack,0.9,90,233,3,11,26,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana,474253/>Banana</a>",105.0
558,94,Corn Flakes,Breakfast,1.5,323,514,72,147,13,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>",222.0
559,94,Buttered Toast with Cinnamon,Breakfast,1.5,209,265,81,81,48,"<a href=https://www.eatthismuch.com/recipe/nutrition/buttered-toast-with-cinnamon,906422/>Buttered Toast with Cinnamon</a>",144.0
560,94,Barbecue tuna sandwich,Lunch,1.5,1049,650,64,527,30,"<a href=https://www.eatthismuch.com/recipe/nutrition/barbecue-tuna-sandwich,37612/>Barbecue tuna sandwich</a>",720.0
561,94,Cucumber Slices,Lunch,1.5,46,55,1,10,7,"<a href=https://www.eatthismuch.com/recipe/nutrition/cucumber-slices,1462006/>Cucumber Slices</a>",32.0
562,94,BLT sandwich,Dinner,1.5,999,427,243,275,72,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-bacon-blt-sandwich,905840/>BLT sandwich</a>",686.0
